"uniqid","demfirst","repfirst","female","gender","state","age","educ","race","hispanic","region","pid7","pid3","demrich","demrel","demrace","demsex","demage","demeduc","dememploy","demunion","reprich","reprel","reprace","repsex","repage","repeduc","repemploy","repunion","reprich1","reprel1","reprace1","repsex1","repage1","repeduc1","repemploy1","repunion1","demrich1","demrel1","demrace1","demsex1","demage1","demeduc1","dememploy1","demunion1"
"R_eVX4IQWqGlnOGbj",1,NA,"TRUE","Female","New Jersey","50+","Bachelor's degree","White/Caucasian","FALSE","northeast","1","Democrat","Middle class","Catholic","White","Man","36-50","College Educated","Employed","Not a Union Member","Rich","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_6FG8vXbJkxMb2tf",1,NA,"FALSE","Male","California","50+","Some college","Asian","FALSE","west","2","Democrat","Middle class","Catholic","Asian","Man","36-50","College Educated","Employed","Union Member","Middle class","Catholic","Asian","Man","36-50","College educated","Employed","Union member","","","","","","","","","","","","","","","",""
"R_0U7hP7FxwceitCJ",NA,1,"TRUE","Female","California","50+","Some college","White/Caucasian","FALSE","west","2","Democrat","","","","","","","","","","","","","","","","","Rich","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","36-50","College educated","Employed","Union Member"
"R_6Wk4BqIRHcUv47r",1,NA,"FALSE","Male","New York","50+","Some college","White/Caucasian","FALSE","northeast","3","Democrat","Middle class","Other Protestant Christian","Black or African-American","Woman","18-35","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_1LHYTZ83dzrcNvL",NA,NA,"TRUE","Female","Pennsylvania","18-29","Some college","White/Caucasian","FALSE","northeast","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_2l86yt2JI42Ubzv",1,NA,"TRUE","Female","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","5","Republican","Middle class","Catholic","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_0k3rra1bXkYqh0N",NA,NA,"TRUE","Female","Illinois","30-49","Some college","White/Caucasian","FALSE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_e3OW89YNyB5NmHX",1,NA,"TRUE","Female","Mississippi","50+","Bachelor's degree","White/Caucasian","FALSE","south","6","Republican","Poor","Something else","Black or African-American","Woman","18-35","Never went to college","Unemployed","Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_bCQMfrqQdGp9jHD",NA,1,"FALSE","Male","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","5","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Catholic","Black or African-American","Woman","36-50","College educated","Employed","Union Member"
"R_8AFfA344bSEHuLz",NA,NA,"FALSE","Male","Massachusetts","18-29","Bachelor's degree","White/Caucasian","FALSE","northeast","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_aVl7XsXauo7S0AJ",1,NA,"FALSE","Male","New Jersey","50+","Some college","White/Caucasian","FALSE","northeast","6","Republican","Rich","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Rich","Catholic","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_3yLoo1p1vjjqtqB",1,NA,"FALSE","Male","Pennsylvania","50+","Bachelor's degree","White/Caucasian","FALSE","northeast","6","Republican","Middle class","Catholic","White","Man","36-50","Never went to college","Employed","Not a Union Member","Rich","Catholic","White","Man","50+","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_8FVrsB52s3NZ0dT",NA,1,"FALSE","Male","Missouri","50+","Advanced degree","White/Caucasian","FALSE","midwest","5","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Poor","Atheist or agnostic","Black or African-American","Woman","18-35","Never went to college","Unemployed","Union Member"
"R_6EulmIRiwVbMdk9",NA,NA,"FALSE","Male","Florida","18-29","Some college","White/Caucasian","FALSE","south","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_0wxBvaxIu3OzCi9",1,NA,"TRUE","Female","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","7","Republican","Middle class","Something else","White","Woman","18-35","Never went to college","Unemployed","Union Member","Middle class","Other Protestant Christian","White","Woman","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_7UTNH4F51Z6FrDf",NA,NA,"FALSE","Male","Wisconsin","18-29","Bachelor's degree","White/Caucasian","FALSE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_6ogEgOO9Bz2IC1L",1,NA,"TRUE","Female","Washington","50+","Some college","White/Caucasian","FALSE","west","5","Republican","Middle class","Jewish","White","Woman","36-50","College Educated","Employed","Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_ahJMLCL9hXPZlBP",NA,NA,"FALSE","Male","California","30-49","Some college","More than one race","TRUE","west","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_8wxUTTQyDHP8YZv",NA,NA,"FALSE","Male","Florida","50+","Some college","White/Caucasian","FALSE","south","3","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_eJxzkCppMHZCBjT",NA,1,"TRUE","Female","Illinois","50+","Advanced degree","White/Caucasian","FALSE","midwest","7","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Rich","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a Union Member"
"R_cD7kQY6Zm6edc0Z",NA,NA,"TRUE","Female","Ohio","18-29","Bachelor's degree","White/Caucasian","FALSE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_8tQ6LhkGPJK3sfH",1,NA,"TRUE","Female","New Hampshire","50+","Some college","White/Caucasian","FALSE","northeast","5","Republican","Poor","Born-again/Evangelical Christian","White","Man","18-35","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_agkyG24c687mnat",NA,NA,"FALSE","Male","Texas","18-29","High school degree or equivalent","White/Caucasian","TRUE","south","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_ezdVrSyAEuOgCjj",NA,NA,"TRUE","Female","Maine","18-29","Some college","White/Caucasian","FALSE","northeast","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_bDdHSyA9Bj20LwF",1,NA,"TRUE","Female","Massachusetts","50+","Some college","White/Caucasian","FALSE","northeast","7","Republican","Middle class","Something else","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_b3fsrtsV2OJp7pP",NA,NA,"TRUE","Female","Missouri","30-49","Some college","White/Caucasian","FALSE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_bBp6YkGxNaJYPAN",1,NA,"FALSE","Male","Massachusetts","50+","High school degree or equivalent","White/Caucasian","FALSE","northeast","5","Republican","Poor","Other Protestant Christian","White","Man","36-50","Never went to college","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_2cAiYuGD40B3bhz",NA,NA,"TRUE","Female","Maine","30-49","Some college","White/Caucasian","FALSE","northeast","2","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_9tNQcAqopLVSBX7",1,NA,"FALSE","Male","Pennsylvania","50+","High school degree or equivalent","White/Caucasian","FALSE","northeast","6","Republican","Middle class","Other Protestant Christian","Black or African-American","Woman","36-50","Never went to college","Unemployed","Union Member","Middle class","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_3JGiyQP9tv56ZOl",NA,NA,"FALSE","Male","Florida","18-29","Some college","White/Caucasian","TRUE","south","3","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_3mI9mZ8K11QrjOR",NA,NA,"TRUE","Female","Indiana","50+","High school degree or equivalent","More than one race","TRUE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_eRNXJBAewNMKSR7",NA,1,"TRUE","Female","Ohio","50+","Some college","White/Caucasian","FALSE","midwest","6","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","18-35","College educated","Employed","Union Member"
"R_diKsdZnfbEV5TQ9",NA,NA,"TRUE","Female","Alabama","30-49","Bachelor's degree","Black/African American","FALSE","south","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_4MX7d0VpdGKX1zv",1,NA,"TRUE","Female","Florida","50+","Some college","White/Caucasian","FALSE","south","5","Republican","Middle class","Atheist or agnostic","White","Woman","18-35","College Educated","Unemployed","Union Member","Middle class","Catholic","White","Man","36-50","College educated","Unemployed","Not a union member","","","","","","","","","","","","","","","",""
"R_3DCRHg54DxUWG4R",NA,NA,"TRUE","Female","Florida","18-29","Some college","White/Caucasian","FALSE","south","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_8eltxTszZ5g6snP",NA,NA,"TRUE","Female","Washington","18-29","Some college","White/Caucasian","FALSE","west","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_5pcrdodjjAcdUxL",1,NA,"FALSE","Male","New Jersey","50+","Bachelor's degree","White/Caucasian","FALSE","northeast","6","Republican","Middle class","Something else","Black or African-American","Woman","18-35","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_8wv3ZDNAHddg8U5",NA,NA,"TRUE","Female","Ohio","30-49","Bachelor's degree","White/Caucasian","FALSE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_3smFuBPitwYdai9",NA,NA,"TRUE","Female","Alabama","18-29","Some college","Black/African American","FALSE","south","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_2sg2jBbihuhrXPD",NA,1,"FALSE","Male","Florida","50+","Advanced degree","White/Caucasian","FALSE","south","6","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Union Member"
"R_0dKyD8fqp2XoF6t",NA,1,"TRUE","Female","Nebraska","50+","Bachelor's degree","White/Caucasian","FALSE","midwest","7","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Something else","White","Man","36-50","College educated","Employed","Union Member"
"R_bl5c3RqWPUeAmSV",NA,1,"TRUE","Female","Pennsylvania","50+","Some college","White/Caucasian","FALSE","northeast","6","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Catholic","White","Man","36-50","Never went to college","Employed","Union Member"
"R_3vHQ8K3b2mEHXAp",1,NA,"FALSE","Male","Georgia","50+","Advanced degree","White/Caucasian","FALSE","south","7","Republican","Middle class","Atheist or agnostic","White","Man","18-35","College Educated","Employed","Union Member","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_7Q9Me4cT9Sm74c5",NA,NA,"FALSE","Male","Oregon","18-29","Bachelor's degree","White/Caucasian","FALSE","west","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_diKseqEacELO4zX",NA,NA,"FALSE","Male","California","50+","Bachelor's degree","More than one race","FALSE","west","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_1GjkDG8uXAgezjL",NA,NA,"NA","","NA","NA","NA","","NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_1Y3tyjMXM3CUeBT",NA,NA,"TRUE","Female","Tennessee","50+","Some college","White/Caucasian","FALSE","south","6","Republican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_2ayBHLYwmyS1tcN",NA,NA,"TRUE","Female","Washington","50+","Some college","White/Caucasian","FALSE","west","2","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_3ftIBCCDTVhuSoZ",NA,NA,"FALSE","Male","Florida","18-29","Some college","","NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_50x3q18UxkS4lV3",NA,NA,"NA","","NA","NA","NA","","NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_5AvygLX7x43scux",NA,NA,"TRUE","Female","California","50+","Some college","White/Caucasian","TRUE","west","2","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_6Sac5IBYKoytPrn",NA,NA,"TRUE","Female","Kentucky","50+","High school degree or equivalent","White/Caucasian","FALSE","south","6","Republican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_9T4F724ai0y59PL",NA,NA,"TRUE","Female","Wisconsin","50+","Some college","White/Caucasian","FALSE","midwest","2","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_e4I9dqj5AZGsWUd",NA,NA,"TRUE","Female","New York","30-49","Some college","White/Caucasian","FALSE","northeast","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_eFYDXDNd1AifwUJ",NA,NA,"FALSE","Male","California","50+","High school degree or equivalent","White/Caucasian","FALSE","west","7","Republican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_elMNvrpVAAeFbCJ",NA,NA,"NA","","NA","NA","NA","","NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_eMbkkykFA8H4z2d",NA,NA,"NA","","NA","NA","NA","","NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_eQCJ05r6IwyRuC1",NA,NA,"NA","","NA","NA","NA","","NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
